Kapitel;Titel;FKZ;Zweckbestimmung;Ist 2015 in T€;Soll 2016 in T€;Ansatz 2017 in T€
1315;88104;332;An das WSA Cuxhaven für Investitionen des Bundes und der Küstenländer zur Bekämpfung von Meeresverschmutzungen;0,0;0,0;0,0
1315;88301;645;Zuweisungen an Gemeinden für Maßnahmen zur Verbesserung der Gewässergüte;0,0;500,0;0,0
1315;88303;623;Zuweisungen an Gemeinden;-0,8;5,0;10,0
1315;88703;623;Zuweisungen an Wasser- und Bodenverbände;38,6;50,0;50,0
1315;88733;332;An Wasser- und Bodenverbände zum Ankauf von Grundstücken an oberirdischen Gewässern;0,0;0,0;0,0
1315;88753;623;An Wasser- und Bodenverbände zum Ankauf von Grundstücken an oberirdischen Gewässern;0,0;5,0;5,0
1315;89122;644;An Wasserversorgungsunternehmen für Grundstücksankäufe;0,0;0,0;0,0
1315;89142;623;An Wasserversorgungsunternehmen für Grundstücksankäufe;0,0;0,0;0,0
1315;89201;623;Zuschuss an die Seehundstation Friedrichskoog e.V.;194,0;1.100,0;2.200,0
1315;89303;623;Zuweisungen an sonstige Vorhabenträger;0,0;0,0;0,0
1315;89323;623;Zuweisungen an sonstige Vorhabenträger für Grundstücksankäufe und sonstige Maßnahmen;0,0;0,0;0,0
1315;89333;332;An die Stiftung Naturschutz für Grundstücksankäufe;0,0;0,0;0,0
1315;89353;623;An die Stiftung Naturschutz für Grundstücksankäufe;0,0;0,0;0,0
1315;89401;623;Investitionszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH);8.624,4;7.499,8;5.699,8
1315;89404;623;Investitionszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Oberflächenwasserabgabe;245,9;0,0;0,0
1315;89405;623;Investitionszuschuss für den Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Abwasserabgabe;397,1;261,0;315,0
1315;89406;623;Investitionszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Grundwasserentnahmeabgabe;198,7;0,0;0,0
1315;89408;623;Investitionszuschuss für den Landesbetrieb für Küstenschutz, Nationalpark und Meeresschutz SH (LKN-SH) aus der Landeswasserabgabe;300,0;1.185,0;1.105,0
1315;89409;623;Investitionszuschuss für den LKN-SH für die Grundinstandsetzung der Bauhofkaje;0,0;0,0;0,0
1315;89410;623;Investitionszuschuss für den LKN -SH für die Grundinstandsetzung der Getriebe der Hubschütztafeln des Pinnaussperrwerks;0,0;0,0;0,0
1315;89411;623;Investitionszuschuss für den LKN-SH für die Grundinstandsetzung des Notverschlusses des Krückausperrwerks;0,0;0,0;0,0
1315;89423;623;An die Stiftung Naturschutz für Grundstücksankäufe und sonstige Maßnahmen;0,0;0,0;0,0
1315;89424;623;An die Stiftung Naturschutz für Verwaltungskosten und Grundlasten;0,0;0,0;0,0
1315;91901;851;Zuführung an die Rücklage;3.955,0;0,0;0,0
1315;98101;891;Beitrag zu den Versorgungslasten;25,7;25,7;29,4
1315;98104;891;Erstattung von Kosten für das Havariekommando;0,0;33,6;33,6
1315;98120;891;Beitrag zu den Versorgungslasten;108,7;0,0;0,0
1315;98131;891;Beitrag zu den Versorgungslasten;0,0;0,0;0,0
1315;98140;891;Beitrag zu den Versorgungslasten;0,0;109,1;112,4
1315;98151;623;Beitrag zu den Versorgungslasten;103,3;103,5;106,3
1315;98164;016;Beitrag zu den Versorgungslasten;16,6;45,0;45,0
1316;09902;623;Einnahmen aus der Grundwasserentnahmeabgabe;0,0;0,0;0,0
1316;09907;623;Einnahmen aus der Landeswasserabgabe;0,0;1.281,3;1.296,8
1316;11101;646;Gebühren und tarifliche Entgelte;66,6;64,6;64,6
1316;11103;646;Gebühren u. Erstattung v. Auslagen nach der Hafenentsorgungsverordnung (HafEntVO);17,7;1,0;1,0
1316;11107;646;Erstattung von Auslagen für die Überwachung der Abfallentsorgung;0,0;0,0;0,0
1316;11901;421;Einnahmen aus Veröffentlichungen;0,0;1,0;1,0
1316;23103;165;"Zuweisungen des Bundes für das Projekt ""Geothermie in Störungszonen""";125,1;77,6;0,0
1316;23104;165;"Zuweisungen des Bundes für das Projekt ""Tiefer Untergrund Norddeutsches Becken (TUNB)";127,7;198,6;198,6
1316;27101;642;Zuweisungen der EU im Rahmen des Projekts GeoPower (Interreg IV a);157,7;0,0;0,0
1316;27102;642;Zuweisungen der EU für das INTERREG 5B Projekt TopSoil;0,0;30,0;30,0
1316;28101;646;Erstattung der Gesellschaft für die Organisation der Entsorgung von Sonderabfällen mbH (GOES) i. Z. mit der Wahrnehmung hoheitlicher Aufgaben;190,6;170,0;170,0
1316;42201;331;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;1.219,7;1.174,4;1.174,4
1316;42203;331;Anwärterbezüge der Beamtinnen und Beamten im Vorbereitungsdienst;0,0;0,0;0,0
1316;42701;331;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1316;42710;646;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1316;42763;165;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1316;42801;331;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;3.759,7;3.575,7;3.575,7
1316;42866;642;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;0,0;0,0
1316;42867;165;Entgelte für Arbeitnehmerinnen und Arbeitnehmer;124,9;76,0;0,0
1316;42868;165;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;92,4;163,3;163,3
1316;53305;646;Werkverträge oder andere Auftragsformen für die Überwachung der Abfallentsorgung;0,0;3,6;3,6
1316;53306;646;Werkverträge oder andere Auftragsformen im Zusammenhang mit der Zulassung von Deponien;0,0;10,0;10,0
1316;53307;646;Tragung der Kosten für Rückführung u. Entsorgung illegal aus Deutschland verbrachter Abfälle, soweit die Erfüllung der Wiedereinfuhrpflicht dem Land Schleswig-Holstein obliegt;0,0;0,0;0,0
1316;53308;646;Erstellen von Plänen, Konzepten und ähnlichem f. d. Abfallvermeidung/Verwertung u. Entsorgung, sowie der Umwandlung der Abfallwirtschaft zu einer Stoffstromwirtschaft;11,4;61,2;130,0
1316;53351;165;Bohrungen, sonstige Untersuchungen, Informationsgrundlagen für die Rohstofferkundung und geowissenschaftliche Landesaufnahme;80,0;80,0;80,0
1316;53358;332;Werkverträge oder andere Auftragsformen zur Umsetzung bodenschutzrechtlicher und fachlicher Anforderungen;93,0;120,2;120,2
1316;53363;165;Untersuchung von Proben und Erarbeitung von Informationsgrundlagen für den Bodenschutz;56,6;57,2;57,2
1316;53369;642;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;0,0;27,0;27,0
1316;53452;332;Untersuchung von Proben auf organische Schadstoffe;0,0;0,0;0,0
1316;53455;332;Werkverträge und andere Auftragsformen für das Bereitstellen v. Grundlagen für den flächenhaften Boden- und Grundwasserschutz;961,1;0,0;0,0
1316;53456;332;Ausgaben aufgrund von Werk- und anderen Verträgen für den Betrieb einer Gasabsaugung auf der Altablagerung 78 in Barsbüttel;31,6;120,0;115,0
1316;53457;332;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen f. das Bereitstellen von Grundlagen f. d. flächenhaften Boden- und Grundwasserschutz (Landeswasserabgabe);0,0;430,0;445,0
1316;54710;646;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;1,0;1,0
1316;54751;331;Nicht aufteilbare sächliche Verwaltungskosten;12,8;0,0;5,0
1316;54763;165;Nicht aufteilbare sächliche Verwaltungsausgaben;11,2;14,1;14,1
1316;54766;642;Nicht aufteilbare sächliche Verwaltungsausgaben;10,2;0,0;0,0
1316;54767;165;Nicht aufteilbare sächliche Verwaltungsausgaben;1,7;1,6;0,0
1316;54768;165;Nicht aufteilbare sächliche Verwaltungsausgaben;2,5;35,3;35,3
1316;54769;642;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;3,0;3,0
1316;63103;646;Erstattung des Kostenanteils SH an Baden-Württemberg im Rahmen der Rücknahmeverpflichtung durch die Bundesrepublik für illegal exportierte Abfälle;14,5;3,5;3,5
1316;63256;332;An Kreise u. Gemeinden für Gefahrerforschungsmaßnahmen an Grundwasser relevanten altlastverdächtigen Flächen;893,9;0,0;0,0
1316;63357;332;An Kreise u. Gemeinden für Gefahrerforschungsmaßnahmen an Grundwasser relevanten altlastverdächtigen Flächen;0,0;653,3;653,3
1316;67105;646;Kostenerstattung an die Landwirtschaftskammer f. d. Wahrnehmung von Aufgaben nach LAbfWG;198,5;0,0;0,0
1316;67106;646;Kostenerstattung an die Landwirtschaftskammer f. d. Wahrnehmung von Aufgaben nach LAbfWG (Landeswasserabgabe);0,0;198,0;198,5
1316;67153;331;Erstattung von Ausgleichsansprüchen aufgrund von Nutzungsbeschränkungen nach dem Landesbodenschutzgesetz (LBodSchG);0,0;0,0;0,0
1316;68163;165;Entschädigungen für die Bereitstellung von Beobachtungsflächen;5,6;5,5;5,5
1316;88354;332;An Kreise und Gemeinden für die Ermittlung von Altlasten und deren Sanierung;174,3;182,3;182,3
1317;09903;532;Einnahmen aus der Fischereiabgabe;1.032,0;750,0;1.000,0
1317;09907;623;Einnahmen aus der Landeswasserabgabe;0,0;200,0;0,0
1317;11101;011;Gebühren und tarifliche Entgelte;19,1;16,3;76,3
1317;12410;532;Einnahmen aus der Erteilung von Lizenzen;328,0;328,0;328,0
1317;16202;521;Zinseinnahmen von privaten Unternehmen;2,3;2,0;1,5
1317;18202;521;Darlehensrückflüsse von privaten Unternehmen;33,0;21,8;16,0
1317;23201;521;Erstattung von der Freien und Hansestadt Hamburg für den Verwaltungsaufwand im Rahmen des Staatsvertrages auf dem Gebiet der Direktzahlungen des EAGFL, Abteilung Garantie;150,0;150,0;228,0
1317;23730;523;Zuweisung der Landwirtschaftskammer für die EU-Förderung von Maßnahmen zur Verbesserung der Erzeugungs- und Vermarktungsbedingungen von Bienenzuchterzeugnissen;6,0;6,0;6,0
1317;26130;511;Erstattung von Verwaltungskosten durch die Landwirtschaftskammer;0,0;0,0;0,0
1317;27101;532;Beteiligung der EU an Fischereiüberwachungsprogrammen;6,1;20,0;0,0
1317;27103;521;Erstattung von Verwaltungskosten für EU-Förderungsprogramme;0,0;0,0;0,0
1317;27104;521;"Sonstige Zuweisungen der EU für das INTERREG Projekt ""Benefit 4 Regions (B4R)""";0,0;44,6;44,6
1317;27105;332;"Beteiligung der EU im Rahmen des Projektes ""Baltic COMPACT""";23,3;0,0;0,0
1317;27110;532;Zuwendungen der EU für Strukturmaßnahmen im Fischereisektor (EMFF);2.341,7;2.259,0;3.000,0
1317;27111;521;Erstattungen aus dem EGFL für Maßnahmen im Rahmen von LEADER+;0,0;0,0;0,0
1317;27131;523;Erstattung aus dem EGFL für Maßnahmen zur Verbesserung der Erzeugungs- und Vermarktungsbedingungen von Bienenzuchterzeugnissen;18,3;18,3;18,3
1317;27132;523;Beteiligung der EU an den Zuweisungen der Landwirtschaftskammer für die Verbesserung der Erzeugungs- und Vermarktungsbedingungen von Bienenzuchterzeugnissen;6,0;6,0;6,0
1317;33401;011;Zuweisungen aus dem Sondervermögen Breitband;0,0;0,0;0,0
1317;34601;521;Für Maßnahmen der Dorfentwicklung und des ländlichen Tourismus;0,0;0,0;0,0
1317;34602;532;"Erstattung der EU von Ausgaben im Zusammenhang mit dem INTERREG-Projekt ""Baltic Blue Growth""";0,0;0,0;135,0
1317;34610;532;Zuwendungen der EU für Strukturmaßnahmen im Fischereisektor (EFF);0,0;0,0;0,0
1317;34620;523;Zuwendungen der EU für Wissenstransfer und Informationsmaßnahmen;0,0;0,0;0,0
1317;35605;851;"Entnahme aus der Rücklage ""Sabbatjahr""";0,0;0,0;0,0
1317;38110;891;Erstattung von Ausgaben im Zusammenhang mit der Fischereiabgabe;0,0;0,0;0,0
1317;42201;511;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;4.503,1;5.319,6;5.507,6
1317;42203;511;Anwärterbezüge der Beamtinnen und Beamten im Vorbereitungsdienst;77,7;0,0;0,0
1317;42220;127;Bezüge und Nebenleistungen der planmäßigen Beamtinnen und Beamten;1.306,1;1.307,0;1.337,0
1317;42701;511;Beschäftigungsentgelte an Vertretungs- und Aushilfskräfte;0,0;0,0;0,0
1317;42720;127;Beschäftigungsentgelte für Vertretungs- und Aushilfskräfte;1,8;0,0;0,0
1317;42801;511;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;10.809,7;5.836,9;5.174,2
1317;42820;127;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;282,5;260,5;260,5
1317;42864;521;Entgelte der Arbeitnehmerinnen und Arbeitnehmer;0,0;24,2;24,2
1317;45320;127;Trennungsgeld und Umzugskosten;0,0;0,0;0,0
1317;52511;532;Aus- und Fortbildung von Fischreiaufsehern und Ausbildern;0,0;3,0;3,0
1317;52630;511;Fachbeiräte und ähnliche Ausschüsse;0,5;1,0;1,0
1317;52631;332;Begleitende Untersuchungen und unterstützende Tätigkeiten im Rahmen des Ökolandbau;12,5;50,0;30,0
1317;53301;523;Integriertes Verwaltungs- und Kontrollsystem;385,3;390,0;440,0
1317;53302;511;Werkverträge und andere Auftragsformen;169,6;178,0;185,8
1317;53303;013;Ausgaben auf Grund von Werkverträgen für die Evaluierung und Dokumentation von Maßnahmen im Rahmen der integrierten ländlichen Entwicklung (ILE);5,1;10,4;10,4
1317;53304;532;Werkverträge im Rahmen des Monitorings der Lebensstadien des Aals;11,1;44,4;44,4
1317;53310;532;Ausgaben aufgrund von Verträgen;67,7;50,0;70,0
1317;53311;532;Ausgaben aufgrund von Verträgen sowie Aufwandsentschädigung für ehrenamtliche Fischereiaufsichtspersonen;97,2;50,0;150,0
1317;53312;521;Werkverträge für die Durchführung von baufachlichen Prüfungen im Rahmen der Förderung der ländlichen Entwicklung;0,0;0,0;20,0
1317;53330;521;Ausgaben für die Evaluierung im Rahmen des EU-Schulprogramm Obst, Gemüse und Milch;0,0;0,0;30,0
1317;53364;521;Ausgaben aufgrund von Werkverträgen und anderen Auftragsformen;0,0;19,0;19,0
1317;53402;511;Maßnahmen der Fischereiaufsicht;0,0;10,0;10,0
1317;53405;011;Beteiligung am Auftritt der Regionen im Rahmen der Internationalen Grünen Woche;31,0;31,0;31,0
1317;53410;532;Untersuchungen für Zwecke der Fischerei;0,0;10,0;10,0
1317;53411;532;Untersuchungen von Fischgewässern und Fischwanderungen;27,0;40,0;40,0
1317;53412;532;Untersuchungen für Zwecke der Fischerei;0,8;8,0;8,0
1317;53430;332;Untersuchungen von Pflanzen-, Boden- und Produktionsmittelproben zur Ermittlung von Bewirtschaftungs- und Umwelteinflüssen;0,6;3,6;3,6
1317;53502;521;"Landeswettbewerb ""Unser Dorf hat Zukunft""";30,0;0,0;0,0
1317;53830;511;Verwaltungskosten im Rahmen des PIAF- Programms an das Bundessortenamt;0,0;0,0;0,0
1317;53901;521;Verwaltungskosten für EU-Förderungsprogramme;611,6;357,0;774,6
1317;53930;523;Verwaltungskosten zur Einführung einer elektronischen Meldeverpflichtung bei der überbetrieblichen Abgabe von Wirtschaftsdünger;140,2;200,0;0,0
1317;54601;511;Verfahrenskosten gem. § 9 Flurbereinigungsgesetz;0,0;0,0;0,0
1317;54711;532;Nicht aufteilbare sächliche Verwaltungsausgaben;83,0;7,0;15,0
1317;54720;127;Nicht aufteilbare sächliche Verwaltungsausgaben;11,0;18,0;18,0
1317;54764;521;Nicht aufteilbare sächliche Verwaltungsausgaben;0,0;1,4;1,4
1317;63101;521;Rückzahlungen an die europäische Kommission aus Strukturfondsmitteln;0,0;0,0;0,0
1317;63301;521;Zuwendungen für nicht investive Projekte der Dorfentwicklung an Gemeinden und Gemeindeverbände;186,2;0,0;0,0
1317;63320;127;Erstattung von Sachkosten an die Kreise als Träger der Agrarfachschulen;406,3;420,0;420,0
1317;67101;521;Erstattung von Verwaltungsausgaben an die Investitionsbank SH/Postbank für die treuhänderische Verwaltung von Landesdarlehen und Zinszuschüssen;4,5;8,1;8,1
1317;67122;511;Erstattung der Kosten für Weisungsaufgaben;770,8;811,3;1.172,3
1317;67123;511;Erstattung der Personalkosten für die Weisungsaufgabe Pflanzenschutz;3.179,0;3.330,0;3.120,0
1317;67127;511;Beteiligungen an den Pensionslasten;1.876,2;1.865,0;1.865,0
1317;68122;523;Zuschüsse zur Intensivierung der internationalen Zusammenarbeit, insbesondere im Bereich der Aus- und Fortbildung mit osteuropäischen Staaten sowie der Entwicklungszusammenarbeit;0,5;6,8;6,8
1317;68301;521;Zuwendungen für nicht investive Projekte der Dorfentwicklung an Sonstige;26,6;0,0;35,0
1317;68302;532;Ausrüstung der Fischereifahrzeuge im Rahmen von Fischereiüberwachungsprogrammen der EU;6,1;20,0;0,0
1317;68330;521;Zuschüsse für unterstützende Tätigkeiten für den ökologischen Landbau;26,4;114,0;134,0
1317;68331;332;Projektförderung des Landesverbandes Schleswig-Holstein der Gartenfreunde e.V. im Bereich der Biodiversität;0,0;0,0;80,0
1317;68401;521;Beiträge an Vereine und Verbände;36,8;37,8;37,8
1317;68412;532;"Zuschüsse INTERREG-Projekt ""Baltic Blue Growth""";0,0;12,5;147,5
1317;68430;521;Zuschüsse zur Verbesserung der Produktion und Vermarktung von Bienenzuchterzeugnissen;0,0;0,0;0,0
1317;68431;523;Tierproduktion;92,6;71,2;173,3
1317;68433;523;EU-Schulprogramm Obst, Gemüse und Milch;0,0;0,0;75,0
1317;68504;521;An die Akademie für die ländlichen Räume;22,5;22,5;22,5
1317;68510;532;Zuschüsse an öffentliche Träger von EMFF-Maßnahmen;1.615,0;200,0;1.000,0
1317;68512;532;Zuschüsse an öffentliche Träger von EMFF-Maßnahmen;-1,1;192,0;187,5
1317;68521;511;Zuweisung des Landes für den Selbstverwaltungsbereich;2.250,0;2.450,0;2.675,0
1317;68522;511;Zuweisung des Landes für den Selbstverwaltungsbereich - Gütezeichen;200,0;0,0;0,0
1317;68528;523;Wissenstransfer und Informationsmaßnahmen;169,8;500,0;500,0
1317;68529;523;Beratungen für eine nachhaltige Landwirtschaft;0,0;1.000,0;1.000,0
1317;68532;523;Zuschuss an die Trabrenn- und Galoppvereine aus der Totalisatorsteuer;0,0;0,0;0,0
1317;68610;532;Zuschüsse an private Träger von EMFF-Maßnahmen;235,9;199,0;500,0
1317;68611;532;Zuschüsse an Vereine und Verbände;621,3;450,0;612,0
1317;68612;532;Zuschüsse an private Träger von EMFF-Maßnahmen;27,7;29,4;25,4
1317;68630;521;Sonstige Zuschüsse für laufende Zwecke im Imland;0,0;0,0;2.081,0
1317;68663;521;Sonstige Zuschüsse für laufende Zwecke im Inland;224,0;2.294,0;0,0
1317;75211;532;Baumaßnahmen zur Verbesserung der Fischereigewässer;0,0;0,0;0,0
1317;86212;532;Darlehen;0,0;0,0;0,0
1317;88210;532;Zuschüsse für Investitionen in Fischereihäfen des Landes;5,7;100,0;420,0
1317;88301;011;Zuschüsse zur Förderung der Breitbandversorgung im ländlichen Raum an Gemeinden und Gemeindeverbände;0,0;0,0;0,0
1317;88305;521;Zuwendungen für Dorferneuerungsmaßnahmen an Gemeinden und Gemeindeverbände;1.951,4;0,0;0,0
1317;88310;532;Zuschüsse für Investitionen an Kommunen;16,6;600,0;500,0
1317;89202;521;Zuwendungen der EU im Rahmen von LEADER / Aktiv Region;4.060,8;0,0;0,0
1317;89203;521;Zuwendungen im Rahmen von LEADER / AktivRegionen in der Förderperiode 2014 bis 2020;300,0;7.500,0;10.677,0
1317;89210;532;Zuschüsse für Investitionen an private Unternehmen;856,0;1.100,0;500,0
1317;89212;532;Zuschüsse für investive EMFF-Maßnahmen;-19,0;91,5;100,0
1317;89301;652;Maßnahmen des ländlichen Tourismus;1.066,2;700,0;1.547,3
1317;89302;521;Zuwendungen für Dorferneuerungsmaßnahmen an Sonstige;1.224,1;1.135,8;982,5
1317;89311;532;Zuschüsse an Vereine und Verbände für investive Maßnahmen;0,0;20,0;0,0
1317;89430;523;Zuschuss an die Universität Kiel für die Sanierung und den Umbau des Versuchsgutes Lindhof;750,0;0,0;0,0
1317;91605;851;"Zuführung an die Rücklage ""Sabbatjahr""";22,7;0,0;0,0
1317;98111;891;Erstattung von Personal- und Sachausgaben im Zusammenhang mit der Fischereiabgabe;172,3;180,0;180,0
1318;11101;332;Gebühren und tarifliche Entgelte;128,1;100,0;100,0
1318;11102;651;Verwaltungsgebühren für Amtshandlungen der Landesregulierungsbehörde;0,0;0,0;0,0
1318;11103;651;Verwaltungsgebühren und Auslagen für Amtshandlungen der Energieaufsichtsbehörde nach dem Energiewirtschaftsgesetz;0,8;0,0;0,0
1318;11104;011;Verwaltungsgebühren für Amtshandlungen auf dem Gebiet des Bergrechts;72,8;60,0;30,0
1318;11105;422;Gebühren und Auslagen im Rahmen der Planfeststellungsverfahren für Energieleitungen;6.183,2;1.080,0;1.970,0
1318;11901;331;Einnahmen aus Veröffentlichungen;0,3;0,3;0,3
1318;11902;651;Einnahmen für Untersuchungen und Prüfungen von Produkten und Geräten;0,0;0,0;0,0
1318;11999;331;Vermischte Einnahmen;0,0;0,1;0,1
1318;12201;632;Feldes- und Förderabgaben für Erdöl und sonstige Bodenschätze;0,0;0,0;0,0
1318;23101;331;Erstattungen des Bundes für den Bundesfreiwilligendienst;3,0;3,0;3,0
1318;23104;332;Zuweisungen des Bundes für die Durchführung der Regionalkonferenz Klimaanpassung Küste 2014;0,0;0,0;0,0
1318;27101;332;"Erstattungen der EU im Rahmen des Projektes ""BioBusinessInnovationNetwork (BioBusINet)""";6,9;0,0;0,0
1318;27102;332;"Erstattungen der EU im Rahmen des Projekts ""SmartReFlex - Smart and Flexible 100 % Renewable District Heating and Cooling Systems for European Cities""";0,0;0,0;14,8
