Kontengruppe-Nummer;Kontengruppe;Profitcenter;Profitcenter-Bezeichnung;Art;PSP-Element;Kostenart;Kostenart Beschreibung;Ist 2015;Ist 2016;Plan 2016;Plan 2017
41;Zuwendungen und allgemeine Umlagen;80206; Turnhalle GGS Waldschule ;1;;;;-13.512,27;-13.512,27;0;0
43;öffentlich-rechtliche Leistungsentgelte;80206; Turnhalle GGS Waldschule ;1;;;;-45;-30;0;0
45;sonstige ordentliche Erträge;80206; Turnhalle GGS Waldschule ;1;;;;0;0;0;0
50;Personalaufwendungen;80206; Turnhalle GGS Waldschule ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80206; Turnhalle GGS Waldschule ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80206; Turnhalle GGS Waldschule ;2;;;;31.952,81;37.278,55;0;0
54;sonstige ordentliche Aufwendungen;80206; Turnhalle GGS Waldschule ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80206; Turnhalle GGS Waldschule ;2;;;;19.125,64;19.125,65;0;0
43;öffentlich-rechtliche Leistungsentgelte;80207; Turnhalle GGS Adolf-Reichwein ;1;;;;0;-105;0;0
45;sonstige ordentliche Erträge;80207; Turnhalle GGS Adolf-Reichwein ;1;;;;0;0;0;0
50;Personalaufwendungen;80207; Turnhalle GGS Adolf-Reichwein ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80207; Turnhalle GGS Adolf-Reichwein ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80207; Turnhalle GGS Adolf-Reichwein ;2;;;;43.630,41;40.806,88;0;0
54;sonstige ordentliche Aufwendungen;80207; Turnhalle GGS Adolf-Reichwein ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80208; Turnhalle GGS Annastr. ;1;;;;0;-37,5;0;0
45;sonstige ordentliche Erträge;80208; Turnhalle GGS Annastr. ;1;;;;0;-49.420,07;0;0
50;Personalaufwendungen;80208; Turnhalle GGS Annastr. ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80208; Turnhalle GGS Annastr. ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80208; Turnhalle GGS Annastr. ;2;;;;101.360,16;52.633,42;0;0
54;sonstige ordentliche Aufwendungen;80208; Turnhalle GGS Annastr. ;2;;;;231,81;775,97;0;0
57;Bilanzielle Aufwendungen;80208; Turnhalle GGS Annastr. ;2;;;;0;304,96;0;0
43;öffentlich-rechtliche Leistungsentgelte;80209; Turnhalle GGS Achterrathsfeld ;1;;;;-3.412,50;-4.830,00;0;0
45;sonstige ordentliche Erträge;80209; Turnhalle GGS Achterrathsfeld ;1;;;;0;0;0;0
50;Personalaufwendungen;80209; Turnhalle GGS Achterrathsfeld ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80209; Turnhalle GGS Achterrathsfeld ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80209; Turnhalle GGS Achterrathsfeld ;2;;;;55.604,81;17,14;0;0
54;sonstige ordentliche Aufwendungen;80209; Turnhalle GGS Achterrathsfeld ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;1;;;;-262,5;-225;0;0
45;sonstige ordentliche Erträge;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;1;;;;0;0;0;0
50;Personalaufwendungen;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;2;;;;71.457,35;65.182,14;0;0
54;sonstige ordentliche Aufwendungen;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80210; Turnhalle GGS Emanuel-Felke - Talstr. ;2;;;;341,07;341,05;0;0
43;öffentlich-rechtliche Leistungsentgelte;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;1;;;;-480;0;0;0
45;sonstige ordentliche Erträge;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;1;;;;0;0;0;0
50;Personalaufwendungen;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;2;;;;5.696,20;4.944,78;0;0
51;Versorgungsaufwendungen;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;2;;;;19.064,81;54.406,29;0;0
54;sonstige ordentliche Aufwendungen;80211; Turnhalle GGS Emanuel-Felke-Lerschstr. ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80212; Tunrhalle GGS Eick-West I ;1;;;;-30;0;0;0
45;sonstige ordentliche Erträge;80212; Tunrhalle GGS Eick-West I ;1;;;;0;0;0;0
50;Personalaufwendungen;80212; Tunrhalle GGS Eick-West I ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80212; Tunrhalle GGS Eick-West I ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80212; Tunrhalle GGS Eick-West I ;2;;;;50.384,81;42.057,68;0;0
54;sonstige ordentliche Aufwendungen;80212; Tunrhalle GGS Eick-West I ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80212; Tunrhalle GGS Eick-West I ;2;;;;0;0;0;0
45;sonstige ordentliche Erträge;80213; Turnhalle GGS Eick-West II ;1;;;;0;0;0;0
50;Personalaufwendungen;80213; Turnhalle GGS Eick-West II ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80213; Turnhalle GGS Eick-West II ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80213; Turnhalle GGS Eick-West II ;2;;;;46.220,81;47.361,14;0;0
54;sonstige ordentliche Aufwendungen;80213; Turnhalle GGS Eick-West II ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80213; Turnhalle GGS Eick-West II ;2;;;;0;0;0;0
45;sonstige ordentliche Erträge;80214; Turnhalle GGS Robinson ;1;;;;0;0;0;0
50;Personalaufwendungen;80214; Turnhalle GGS Robinson ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80214; Turnhalle GGS Robinson ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80214; Turnhalle GGS Robinson ;2;;;;22.640,81;19.241,14;0;0
54;sonstige ordentliche Aufwendungen;80214; Turnhalle GGS Robinson ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80215; Turnhalle GGS Regenbogen ;1;;;;-2.970,00;-3.194,50;0;0
45;sonstige ordentliche Erträge;80215; Turnhalle GGS Regenbogen ;1;;;;0;0;0;0
50;Personalaufwendungen;80215; Turnhalle GGS Regenbogen ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80215; Turnhalle GGS Regenbogen ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80215; Turnhalle GGS Regenbogen ;2;;;;31.736,81;20.795,45;0;0
54;sonstige ordentliche Aufwendungen;80215; Turnhalle GGS Regenbogen ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80216; Turnhalle Hauptschule Justus von Liebig ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80216; Turnhalle Hauptschule Justus von Liebig ;1;;;;0;0;0;0
50;Personalaufwendungen;80216; Turnhalle Hauptschule Justus von Liebig ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80216; Turnhalle Hauptschule Justus von Liebig ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80216; Turnhalle Hauptschule Justus von Liebig ;2;;;;21.956,81;17,14;0;0
54;sonstige ordentliche Aufwendungen;80216; Turnhalle Hauptschule Justus von Liebig ;2;;;;231,81;121,82;0;0
45;sonstige ordentliche Erträge;80217; Turnhalle Förderschule Albert-Schweitzer ;1;;;;0;0;0;0
50;Personalaufwendungen;80217; Turnhalle Förderschule Albert-Schweitzer ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80217; Turnhalle Förderschule Albert-Schweitzer ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80217; Turnhalle Förderschule Albert-Schweitzer ;2;;;;41.132,81;23.689,50;0;0
54;sonstige ordentliche Aufwendungen;80217; Turnhalle Förderschule Albert-Schweitzer ;2;;;;231,81;121,82;0;0
45;sonstige ordentliche Erträge;80218; Turnhalle Erlenweg ;1;;;;0;-50.000,00;0;0
50;Personalaufwendungen;80218; Turnhalle Erlenweg ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80218; Turnhalle Erlenweg ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80218; Turnhalle Erlenweg ;2;;;;69.232,81;28.774,14;0;0
54;sonstige ordentliche Aufwendungen;80218; Turnhalle Erlenweg ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80219; Turnhalle Hermann-Runge-Gesamtschule ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80219; Turnhalle Hermann-Runge-Gesamtschule ;1;;;;0;0;0;0
50;Personalaufwendungen;80219; Turnhalle Hermann-Runge-Gesamtschule ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80219; Turnhalle Hermann-Runge-Gesamtschule ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80219; Turnhalle Hermann-Runge-Gesamtschule ;2;;;;36.789,99;36.670,14;0;0
54;sonstige ordentliche Aufwendungen;80219; Turnhalle Hermann-Runge-Gesamtschule ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80219; Turnhalle Hermann-Runge-Gesamtschule ;2;;;;118,01;118,01;0;0
45;sonstige ordentliche Erträge;80220; Turnhalle Grafschafter Gymnasium ;1;;;;0;0;0;0
50;Personalaufwendungen;80220; Turnhalle Grafschafter Gymnasium ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80220; Turnhalle Grafschafter Gymnasium ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80220; Turnhalle Grafschafter Gymnasium ;2;;;;64.040,81;49.805,14;0;0
54;sonstige ordentliche Aufwendungen;80220; Turnhalle Grafschafter Gymnasium ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80220; Turnhalle Grafschafter Gymnasium ;2;;;;0;0;0;0
45;sonstige ordentliche Erträge;80221; Turnhalle Gymnasium Adolfinum ;1;;;;0;0;0;0
50;Personalaufwendungen;80221; Turnhalle Gymnasium Adolfinum ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80221; Turnhalle Gymnasium Adolfinum ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80221; Turnhalle Gymnasium Adolfinum ;2;;;;42.978,69;36.508,35;0;0
54;sonstige ordentliche Aufwendungen;80221; Turnhalle Gymnasium Adolfinum ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80221; Turnhalle Gymnasium Adolfinum ;2;;;;316,7;316,71;0;0
45;sonstige ordentliche Erträge;80222; Turnhalle Gymn. In den Filder Benden II ;1;;;;0;0;0;0
50;Personalaufwendungen;80222; Turnhalle Gymn. In den Filder Benden II ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80222; Turnhalle Gymn. In den Filder Benden II ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80222; Turnhalle Gymn. In den Filder Benden II ;2;;;;107.297,80;122.181,06;0;0
54;sonstige ordentliche Aufwendungen;80222; Turnhalle Gymn. In den Filder Benden II ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80223; Turnhalle Gymnasium Rheinkamp ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80223; Turnhalle Gymnasium Rheinkamp ;1;;;;0;0;0;0
50;Personalaufwendungen;80223; Turnhalle Gymnasium Rheinkamp ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80223; Turnhalle Gymnasium Rheinkamp ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80223; Turnhalle Gymnasium Rheinkamp ;2;;;;58.316,81;58.662,83;0;0
54;sonstige ordentliche Aufwendungen;80223; Turnhalle Gymnasium Rheinkamp ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80223; Turnhalle Gymnasium Rheinkamp ;2;;;;290,36;290,34;0;0
41;Zuwendungen und allgemeine Umlagen;80224; Turnhalle Asberger Str. ;1;;;;-16.007,21;-16.007,22;0;0
43;öffentlich-rechtliche Leistungsentgelte;80224; Turnhalle Asberger Str. ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80224; Turnhalle Asberger Str. ;1;;;;0;-26.551,93;0;0
50;Personalaufwendungen;80224; Turnhalle Asberger Str. ;2;;;;6.363,24;5.947,30;0;0
51;Versorgungsaufwendungen;80224; Turnhalle Asberger Str. ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80224; Turnhalle Asberger Str. ;2;;;;71.530,30;34.672,38;0;0
54;sonstige ordentliche Aufwendungen;80224; Turnhalle Asberger Str. ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80224; Turnhalle Asberger Str. ;2;;;;22.657,06;22.657,07;0;0
41;Zuwendungen und allgemeine Umlagen;80225; Sporthalle Bismarckstr. ;1;;;;-21.068,19;-21.068,18;0;0
43;öffentlich-rechtliche Leistungsentgelte;80225; Sporthalle Bismarckstr. ;1;;;;0;0;0;0
44;Privatrechtliche Leistungsentgelte;80225; Sporthalle Bismarckstr. ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80225; Sporthalle Bismarckstr. ;1;;;;0;0;0;0
50;Personalaufwendungen;80225; Sporthalle Bismarckstr. ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80225; Sporthalle Bismarckstr. ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80225; Sporthalle Bismarckstr. ;2;;;;17.850,00;1.320,97;0;0
54;sonstige ordentliche Aufwendungen;80225; Sporthalle Bismarckstr. ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80225; Sporthalle Bismarckstr. ;2;;;;45.462,53;45.462,53;0;0
43;öffentlich-rechtliche Leistungsentgelte;80226; Sporthalle Berufsbildungszentrum ;1;;;;-200;-200;0;0
45;sonstige ordentliche Erträge;80226; Sporthalle Berufsbildungszentrum ;1;;;;0;0;0;0
50;Personalaufwendungen;80226; Sporthalle Berufsbildungszentrum ;2;;;;5.696,20;5.839,69;0;0
51;Versorgungsaufwendungen;80226; Sporthalle Berufsbildungszentrum ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80226; Sporthalle Berufsbildungszentrum ;2;;;;0;5.231,98;0;0
54;sonstige ordentliche Aufwendungen;80226; Sporthalle Berufsbildungszentrum ;2;;;;231,81;121,82;0;0
41;Zuwendungen und allgemeine Umlagen;80227; Platzanlage VfL ;1;;;;-69.184,46;-69.184,48;0;0
45;sonstige ordentliche Erträge;80227; Platzanlage VfL ;1;;;;-629,63;0;0;0
50;Personalaufwendungen;80227; Platzanlage VfL ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80227; Platzanlage VfL ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80227; Platzanlage VfL ;2;;;;70.633,08;122.339,23;0;0
54;sonstige ordentliche Aufwendungen;80227; Platzanlage VfL ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80227; Platzanlage VfL ;2;;;;105.398,05;109.136,71;0;0
41;Zuwendungen und allgemeine Umlagen;80228; Platzanlage GSV / MTV ;1;;;;-161.941,89;-218.028,14;0;0
43;öffentlich-rechtliche Leistungsentgelte;80228; Platzanlage GSV / MTV ;1;;;;-140;-320;0;0
44;Privatrechtliche Leistungsentgelte;80228; Platzanlage GSV / MTV ;1;;;;0;-5.369,06;0;0
45;sonstige ordentliche Erträge;80228; Platzanlage GSV / MTV ;1;;;;3.964,18;0;0;0
50;Personalaufwendungen;80228; Platzanlage GSV / MTV ;2;;;;21.705,75;26.204,04;0;0
51;Versorgungsaufwendungen;80228; Platzanlage GSV / MTV ;2;;;;834,53;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80228; Platzanlage GSV / MTV ;2;;;;105.337,26;78.098,99;0;0
54;sonstige ordentliche Aufwendungen;80228; Platzanlage GSV / MTV ;2;;;;2.874,72;2.088,70;0;0
57;Bilanzielle Aufwendungen;80228; Platzanlage GSV / MTV ;2;;;;422.363,33;447.356,07;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;80228; Platzanlage GSV / MTV ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;80229; Platzanalge FC Meerfeld ;1;;;;-10.000,00;-10.000,00;0;0
44;Privatrechtliche Leistungsentgelte;80229; Platzanalge FC Meerfeld ;1;;;;0;-67,8;0;0
45;sonstige ordentliche Erträge;80229; Platzanalge FC Meerfeld ;1;;;;-497,18;0;0;0
50;Personalaufwendungen;80229; Platzanalge FC Meerfeld ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80229; Platzanalge FC Meerfeld ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80229; Platzanalge FC Meerfeld ;2;;;;13.373,27;17.034,69;0;0
54;sonstige ordentliche Aufwendungen;80229; Platzanalge FC Meerfeld ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80229; Platzanalge FC Meerfeld ;2;;;;18.686,70;18.686,70;0;0
41;Zuwendungen und allgemeine Umlagen;80230; Platzanalge MSV ;1;;;;-12.637,34;-12.637,34;0;0
45;sonstige ordentliche Erträge;80230; Platzanalge MSV ;1;;;;-3.618,15;-19.921,41;0;0
50;Personalaufwendungen;80230; Platzanalge MSV ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80230; Platzanalge MSV ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80230; Platzanalge MSV ;2;;;;43.556,70;46.745,30;0;0
54;sonstige ordentliche Aufwendungen;80230; Platzanalge MSV ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80230; Platzanalge MSV ;2;;;;17.887,26;17.887,26;0;0
41;Zuwendungen und allgemeine Umlagen;80231; Platzanlage FSV ;1;;;;-25.156,44;-25.156,46;0;0
45;sonstige ordentliche Erträge;80231; Platzanlage FSV ;1;;;;-995,15;-20.000,00;0;0
50;Personalaufwendungen;80231; Platzanlage FSV ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80231; Platzanlage FSV ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80231; Platzanlage FSV ;2;;;;57.991,20;24.376,01;0;0
54;sonstige ordentliche Aufwendungen;80231; Platzanlage FSV ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80231; Platzanlage FSV ;2;;;;38.561,83;38.561,89;0;0
41;Zuwendungen und allgemeine Umlagen;80232; Platzanlage SV Scherpenberg ;1;;;;-7.206,03;-7.206,03;0;0
45;sonstige ordentliche Erträge;80232; Platzanlage SV Scherpenberg ;1;;;;0;-1.128,03;0;0
50;Personalaufwendungen;80232; Platzanlage SV Scherpenberg ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80232; Platzanlage SV Scherpenberg ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80232; Platzanlage SV Scherpenberg ;2;;;;17.245,46;26.197,86;0;0
54;sonstige ordentliche Aufwendungen;80232; Platzanlage SV Scherpenberg ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80232; Platzanlage SV Scherpenberg ;2;;;;10.199,61;10.199,61;0;0
41;Zuwendungen und allgemeine Umlagen;80233; Platzanlage FC Rot-Weiß Moers ;1;;;;-7.831,36;-7.831,36;0;0
45;sonstige ordentliche Erträge;80233; Platzanlage FC Rot-Weiß Moers ;1;;;;8.733,18;0;0;0
50;Personalaufwendungen;80233; Platzanlage FC Rot-Weiß Moers ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80233; Platzanlage FC Rot-Weiß Moers ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80233; Platzanlage FC Rot-Weiß Moers ;2;;;;43.058,03;24.590,28;0;0
54;sonstige ordentliche Aufwendungen;80233; Platzanlage FC Rot-Weiß Moers ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80233; Platzanlage FC Rot-Weiß Moers ;2;;;;11.084,72;11.084,74;0;0
41;Zuwendungen und allgemeine Umlagen;80234; Platzanlage TV Asberg ;1;;;;-10.086,10;-10.086,08;0;0
45;sonstige ordentliche Erträge;80234; Platzanlage TV Asberg ;1;;;;0;0;0;0
50;Personalaufwendungen;80234; Platzanlage TV Asberg ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80234; Platzanlage TV Asberg ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80234; Platzanlage TV Asberg ;2;;;;39.033,22;54.499,58;0;0
54;sonstige ordentliche Aufwendungen;80234; Platzanlage TV Asberg ;2;;;;2.929,12;2.819,13;0;0
57;Bilanzielle Aufwendungen;80234; Platzanlage TV Asberg ;2;;;;14.276,13;14.276,13;0;0
58;Aufwendungen aus internen Leistungsbeziehungen;80234; Platzanlage TV Asberg ;5;;;;0;0;0;0
41;Zuwendungen und allgemeine Umlagen;80235; Platzanlage SC Rheinkamp ;1;;;;-9.935,08;-9.935,08;0;0
45;sonstige ordentliche Erträge;80235; Platzanlage SC Rheinkamp ;1;;;;0;0;0;0
50;Personalaufwendungen;80235; Platzanlage SC Rheinkamp ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80235; Platzanlage SC Rheinkamp ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80235; Platzanlage SC Rheinkamp ;2;;;;20.397,69;25.431,25;0;0
54;sonstige ordentliche Aufwendungen;80235; Platzanlage SC Rheinkamp ;2;;;;231,81;121,82;0;0
57;Bilanzielle Aufwendungen;80235; Platzanlage SC Rheinkamp ;2;;;;14.713,10;14.713,11;0;0
45;sonstige ordentliche Erträge;80236; Platzanlage SV Schwafheim ;1;;;;0;-2.066,08;0;0
50;Personalaufwendungen;80236; Platzanlage SV Schwafheim ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80236; Platzanlage SV Schwafheim ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80236; Platzanlage SV Schwafheim ;2;;;;28.265,09;28.351,27;0;0
54;sonstige ordentliche Aufwendungen;80236; Platzanlage SV Schwafheim ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80237; Platzanlage Berufsbildungszentrum ;1;;;;0;-400;0;0
45;sonstige ordentliche Erträge;80237; Platzanlage Berufsbildungszentrum ;1;;;;0;0;0;0
50;Personalaufwendungen;80237; Platzanlage Berufsbildungszentrum ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80237; Platzanlage Berufsbildungszentrum ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80237; Platzanlage Berufsbildungszentrum ;2;;;;17.824,17;9.894,55;0;0
54;sonstige ordentliche Aufwendungen;80237; Platzanlage Berufsbildungszentrum ;2;;;;231,81;121,82;0;0
43;öffentlich-rechtliche Leistungsentgelte;80238; Lehrschwimmbecken Kirschenallee ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80238; Lehrschwimmbecken Kirschenallee ;1;;;;0;0;0;0
50;Personalaufwendungen;80238; Lehrschwimmbecken Kirschenallee ;2;;;;5.708,82;5.403,58;0;0
51;Versorgungsaufwendungen;80238; Lehrschwimmbecken Kirschenallee ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80238; Lehrschwimmbecken Kirschenallee ;2;;;;0;0;0;0
54;sonstige ordentliche Aufwendungen;80238; Lehrschwimmbecken Kirschenallee ;2;;;;231,91;121,84;0;0
57;Bilanzielle Aufwendungen;80238; Lehrschwimmbecken Kirschenallee ;2;;;;744,84;728,88;0;0
43;öffentlich-rechtliche Leistungsentgelte;80239; Gymnastikraum GGS Repelen ;1;;;;0;0;0;0
45;sonstige ordentliche Erträge;80239; Gymnastikraum GGS Repelen ;1;;;;0;0;0;0
50;Personalaufwendungen;80239; Gymnastikraum GGS Repelen ;2;;;;5.696,20;5.392,14;0;0
51;Versorgungsaufwendungen;80239; Gymnastikraum GGS Repelen ;2;;;;46,73;0;0;0
52;Aufwendungen für Sach- und Dienstleistungen;80239; Gymnastikraum GGS Repelen ;2;;;;22.496,81;24.701,14;0;0
54;sonstige ordentliche Aufwendungen;80239; Gymnastikraum GGS Repelen ;2;;;;231,81;121,82;0;0
